GOID	Description	FDR	Database	Type	Genes	Enrichment
GO:0008428	ribonuclease inhibitor activity	4.83E-02	GOstat	MF	RNH1	All (Up vs. Down)
GO:0005509	calcium ion binding	4.83E-02	GOstat	MF	ANXA4	All (Up vs. Down)
GO:0005509	calcium ion binding	4.83E-02	GOstat	MF	PLS3	All (Up vs. Down)
GO:0005509	calcium ion binding	4.83E-02	GOstat	MF	S100A6	All (Up vs. Down)
GO:0005509	calcium ion binding	4.83E-02	GOstat	MF	EHD2	All (Up vs. Down)
GO:0005509	calcium ion binding	4.83E-02	GOstat	MF	CAPN2	All (Up vs. Down)
GO:0005509	calcium ion binding	4.83E-02	GOstat	MF	ANXA11	All (Up vs. Down)
GO:0005509	calcium ion binding	4.83E-02	GOstat	MF	MYL6B	All (Up vs. Down)
GO:0005509	calcium ion binding	4.83E-02	GOstat	MF	HSPA9	All (Up vs. Down)
GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity	4.83E-02	GOstat	MF	GOT2	All (Up vs. Down)
GO:0001765	membrane raft assembly	4.82E-02	WebGestalt	BP	S100A10	All (Up vs. Down)
GO:0001765	membrane raft assembly	4.82E-02	WebGestalt	BP	CAV1	All (Up vs. Down)
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	4.82E-02	WebGestalt	BP	HIST1H1E	All (Up vs. Down)
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	4.82E-02	WebGestalt	BP	NCL	All (Up vs. Down)
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	4.82E-02	WebGestalt	BP	RPS14	All (Up vs. Down)
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	4.82E-02	WebGestalt	BP	SFPQ	All (Up vs. Down)
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	4.82E-02	WebGestalt	BP	HIST1H1B	All (Up vs. Down)
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	4.82E-02	WebGestalt	BP	HIST1H1T	All (Up vs. Down)
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	4.82E-02	WebGestalt	BP	ILF3	All (Up vs. Down)
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	4.82E-02	WebGestalt	BP	ETV3	All (Up vs. Down)
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	4.82E-02	WebGestalt	BP	UBE2I	All (Up vs. Down)
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	4.82E-02	WebGestalt	BP	BASP1	All (Up vs. Down)
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	4.82E-02	WebGestalt	BP	CAV1	All (Up vs. Down)
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	4.82E-02	WebGestalt	BP	KHSRP	All (Up vs. Down)
GO:0072643	interferon-gamma secretion	4.81E-02	g:Profiler	BP	HMSD	All (Up vs. Down)
GO:0002347	response to tumor cell	4.81E-02	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0015874	norepinephrine transport	4.81E-02	g:Profiler	BP	ACTB	All (Up vs. Down)
GO:0032069	regulation of nuclease activity	4.81E-02	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0045860	positive regulation of protein kinase activity	4.81E-02	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:0045860	positive regulation of protein kinase activity	4.81E-02	g:Profiler	BP	TNFRSF10A	All (Up vs. Down)
GO:0045860	positive regulation of protein kinase activity	4.81E-02	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:2000773	negative regulation of cellular senescence	4.81E-02	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:0050866	negative regulation of cell activation	4.81E-02	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0050866	negative regulation of cell activation	4.81E-02	g:Profiler	BP	CD9	All (Up vs. Down)
GO:0015645	fatty acid ligase activity	4.81E-02	g:Profiler	MF	ACSL4	All (Up vs. Down)
GO:0019789	SUMO transferase activity	4.81E-02	g:Profiler	MF	TRIM28	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	YWHAE	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	GPI	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	RAB5C	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	AHCY	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	XRCC5	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	RAB1C	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	KRT1	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	ANXA11	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	HMGB1	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	ARCN1	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	EHD2	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	GANAB	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	CAND1	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	PSMC3	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	HEATR5A	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	PSMA2	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	IMPDH2	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	CD9	All (Up vs. Down)
GO:0031410	cytoplasmic vesicle	4.80E-02	PANTHER	CC	CCT8	All (Up vs. Down)
GO:0046872	metal ion binding	4.79E-02	g:Profiler	MF	S100A6	All (Up vs. Down)
GO:0046872	metal ion binding	4.79E-02	g:Profiler	MF	MYL6B	All (Up vs. Down)
GO:0046872	metal ion binding	4.79E-02	g:Profiler	MF	FBXL19	All (Up vs. Down)
GO:0046872	metal ion binding	4.79E-02	g:Profiler	MF	CAPN2	All (Up vs. Down)
GO:0046872	metal ion binding	4.79E-02	g:Profiler	MF	IMPDH2	All (Up vs. Down)
GO:0046872	metal ion binding	4.79E-02	g:Profiler	MF	PLS3	All (Up vs. Down)
GO:0046872	metal ion binding	4.79E-02	g:Profiler	MF	ANXA4	All (Up vs. Down)
GO:0046872	metal ion binding	4.79E-02	g:Profiler	MF	ANXA11	All (Up vs. Down)
GO:0046872	metal ion binding	4.79E-02	g:Profiler	MF	TRIM28	All (Up vs. Down)
GO:0046872	metal ion binding	4.79E-02	g:Profiler	MF	EHD2	All (Up vs. Down)
GO:0031099	regeneration	4.79E-02	g:Profiler	BP	EPPK1	All (Up vs. Down)
GO:0031099	regeneration	4.79E-02	g:Profiler	BP	CD9	All (Up vs. Down)
GO:0090568	nuclear transcriptional repressor complex	4.78E-02	g:Profiler	CC	ETV3	All (Up vs. Down)
GO:0040012	regulation of locomotion	4.78E-02	g:Profiler	BP	VCL	All (Up vs. Down)
GO:0040012	regulation of locomotion	4.78E-02	g:Profiler	BP	RAC2	All (Up vs. Down)
GO:0040012	regulation of locomotion	4.78E-02	g:Profiler	BP	LAMB1	All (Up vs. Down)
GO:0040012	regulation of locomotion	4.78E-02	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0022008	neurogenesis	4.78E-02	g:Profiler	BP	VCL	All (Up vs. Down)
GO:0022008	neurogenesis	4.78E-02	g:Profiler	BP	RAC2	All (Up vs. Down)
GO:0022008	neurogenesis	4.78E-02	g:Profiler	BP	ACTL6B	All (Up vs. Down)
GO:0022008	neurogenesis	4.78E-02	g:Profiler	BP	LAMB1	All (Up vs. Down)
GO:0022008	neurogenesis	4.78E-02	g:Profiler	BP	YWHAG	All (Up vs. Down)
GO:0035239	tube morphogenesis	4.76E-02	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:0035239	tube morphogenesis	4.76E-02	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:0035239	tube morphogenesis	4.76E-02	g:Profiler	BP	RNH1	All (Up vs. Down)
GO:0035239	tube morphogenesis	4.76E-02	g:Profiler	BP	KRT1	All (Up vs. Down)
GO:0006323	DNA packaging	4.75E-02	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:0006323	DNA packaging	4.75E-02	g:Profiler	BP	HMGA1	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	YWHAE	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	GPI	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	RAB5C	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	AHCY	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	XRCC5	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	RAB1C	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	KRT1	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	ANXA11	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	HMGB1	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	ARCN1	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	EHD2	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	GANAB	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	CAND1	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	PSMC3	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	HEATR5A	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	PSMA2	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	IMPDH2	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	CD9	All (Up vs. Down)
GO:0097708	intracellular vesicle	4.75E-02	PANTHER	CC	CCT8	All (Up vs. Down)
GO:0006925	inflammatory cell apoptotic process	4.74E-02	g:Profiler	BP	TCP1	All (Up vs. Down)
GO:0045943	positive regulation of transcription by RNA polymerase I	4.74E-02	g:Profiler	BP	NCL	All (Up vs. Down)
GO:0007063	regulation of sister chromatid cohesion	4.74E-02	g:Profiler	BP	SFPQ	All (Up vs. Down)
GO:0061213	positive regulation of mesonephros development	4.74E-02	g:Profiler	BP	BASP1	All (Up vs. Down)
GO:0097190	apoptotic signaling pathway	4.73E-02	g:Profiler	BP	SFPQ	All (Up vs. Down)
GO:0097190	apoptotic signaling pathway	4.73E-02	g:Profiler	BP	YWHAG	All (Up vs. Down)
GO:0097190	apoptotic signaling pathway	4.73E-02	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	RPL29	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	HSPA4	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	CAV1	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	SRSF2	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	RPS14	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	RPS3A	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	RPL4	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	SFPQ	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	RAN	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	UNC13C	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	YWHAG	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	RAC2	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	RPL17	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	RPL36	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	CD59	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	RPS11	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	RPS26	All (Up vs. Down)
GO:0051649	establishment of localization in cell	4.72E-02	GO::TermFinder	BP	RPL27A	All (Up vs. Down)
GO:0072522	purine-containing compound biosynthetic process	4.71E-02	g:Profiler	BP	ACSL4	All (Up vs. Down)
GO:0072522	purine-containing compound biosynthetic process	4.71E-02	g:Profiler	BP	IMPDH2	All (Up vs. Down)
GO:0002699	positive regulation of immune effector process	4.71E-02	g:Profiler	BP	GPI	All (Up vs. Down)
GO:0002699	positive regulation of immune effector process	4.71E-02	g:Profiler	BP	RPS19	All (Up vs. Down)
GO:0045766	positive regulation of angiogenesis	4.71E-02	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:0045766	positive regulation of angiogenesis	4.71E-02	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:0004826	phenylalanine-tRNA ligase activity	4.71E-02	GOstat	MF	FARSA	All (Up vs. Down)
GO:0005743	mitochondrial inner membrane	4.71E-02	GOstat	CC	ATP5O	All (Up vs. Down)
GO:0005743	mitochondrial inner membrane	4.71E-02	GOstat	CC	GOT2	All (Up vs. Down)
GO:0005743	mitochondrial inner membrane	4.71E-02	GOstat	CC	MDH2	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	PSMA5	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	EEF1A1	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	HIST1H1E	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	VCL	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	SRSF2	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	RPS14	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	ACTL6B	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	RPS3A	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	RPL4	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	HIST1H1B	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	SFPQ	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	TCP1	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	CTSD	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	RAN	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	EHBP1	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	CKAP4	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	HIST1H1T	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	BASP1	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	LAMB1	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	PSMC4	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	RPL36	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	NCL	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	RPS11	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	ILF3	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	UBA1	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	KHSRP	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	ETV3	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	MRPS5	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	UBE2I	All (Up vs. Down)
GO:0031974	membrane-enclosed lumen	4.71E-02	GO::TermFinder	CC	RPS26	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	PSMA5	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	EEF1A1	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	HIST1H1E	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	VCL	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	SRSF2	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	RPS14	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	ACTL6B	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	RPS3A	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	RPL4	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	HIST1H1B	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	SFPQ	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	TCP1	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	CTSD	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	RAN	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	EHBP1	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	CKAP4	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	HIST1H1T	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	BASP1	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	LAMB1	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	PSMC4	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	RPL36	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	NCL	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	RPS11	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	ILF3	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	UBA1	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	KHSRP	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	ETV3	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	MRPS5	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	UBE2I	All (Up vs. Down)
GO:0043233	organelle lumen	4.71E-02	GO::TermFinder	CC	RPS26	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	PSMA5	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	EEF1A1	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	HIST1H1E	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	VCL	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	SRSF2	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	RPS14	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	ACTL6B	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	RPS3A	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	RPL4	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	HIST1H1B	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	SFPQ	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	TCP1	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	CTSD	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	RAN	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	EHBP1	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	CKAP4	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	HIST1H1T	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	BASP1	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	LAMB1	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	PSMC4	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	RPL36	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	NCL	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	RPS11	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	ILF3	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	UBA1	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	KHSRP	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	ETV3	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	MRPS5	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	UBE2I	All (Up vs. Down)
GO:0070013	intracellular organelle lumen	4.71E-02	GO::TermFinder	CC	RPS26	All (Up vs. Down)
GO:0043086	negative regulation of catalytic activity	4.69E-02	BiNGO	BP	PSMA5	All (Up vs. Down)
GO:0043086	negative regulation of catalytic activity	4.69E-02	BiNGO	BP	PSMC4	All (Up vs. Down)
GO:0043086	negative regulation of catalytic activity	4.69E-02	BiNGO	BP	CAV1	All (Up vs. Down)
GO:0043086	negative regulation of catalytic activity	4.69E-02	BiNGO	BP	RPN1	All (Up vs. Down)
GO:0043086	negative regulation of catalytic activity	4.69E-02	BiNGO	BP	YWHAG	All (Up vs. Down)
GO:0048522	positive regulation of cellular process	4.69E-02	GOstat	BP	TRIM28	All (Up vs. Down)
GO:0048522	positive regulation of cellular process	4.69E-02	GOstat	BP	S100A6	All (Up vs. Down)
GO:0048522	positive regulation of cellular process	4.69E-02	GOstat	BP	TNFRSF10A	All (Up vs. Down)
GO:0048522	positive regulation of cellular process	4.69E-02	GOstat	BP	HMGA1	All (Up vs. Down)
GO:0048522	positive regulation of cellular process	4.69E-02	GOstat	BP	EEF1D	All (Up vs. Down)
GO:0048522	positive regulation of cellular process	4.69E-02	GOstat	BP	RPS19	All (Up vs. Down)
GO:1901605	alpha-amino acid metabolic process	4.68E-02	g:Profiler	BP	GOT2	All (Up vs. Down)
GO:1901605	alpha-amino acid metabolic process	4.68E-02	g:Profiler	BP	AHCY	All (Up vs. Down)
GO:0035637	multicellular organismal signaling	4.68E-02	g:Profiler	BP	YWHAE	All (Up vs. Down)
